# Experiment_2020-09-01-085942: Experiment Data Table,,,,,,,,,,,,,,,,
Plate Name,Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
Plate_1LK05A1071,MSD 1.1,BSA,J01,4,1,17.6,3818,3818,4743,4743,103.2981809,,,,,
Plate_1LK05A1071,MSD 1.2,BSA,K02,4,1,,194,194,393,393.3333333,103.8024207,,,,,
Plate_1LK05A1071,MSD 1.2,BSA,K01,4,1,,863,863,393,393.3333333,103.8024207,,,,,
Plate_1LK05A1071,MSD 1.2,BSA,K03,4,1,,123,123,393,393.3333333,103.8024207,,,,,
Plate_1LK05A1071,MSD 1.3,BSA,L03,4,1,,156,156,347,347.3333333,73.23582448,,,,,
Plate_1LK05A1071,MSD 1.3,BSA,L01,4,1,,636,636,347,347.3333333,73.23582448,,,,,
Plate_1LK05A1071,MSD 1.3,BSA,L02,4,1,,250,250,347,347.3333333,73.23582448,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,N04,4,364500,,113,113,80,80,58.33630945,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,C04,4,1500,,1025,1025,1066,1065.5,5.375471542,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,M04,4,364500,,47,47,80,80,58.33630945,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,H04,4,13500,,223,223,208,208,10.1986555,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,D04,4,1500,,1106,1106,1066,1065.5,5.375471542,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,J04,4,40500,,108,108,132,131.5,25.27301803,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,O04,4,1093500,,92,92,110,110,23.14167648,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,I04,4,40500,,155,155,132,131.5,25.27301803,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,K04,4,121500,,144,144,132,131.5,13.4430947,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,E04,4,4500,,196,196,262,262,35.62522714,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,F04,4,4500,,328,328,262,262,35.62522714,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,P04,4,1093500,,128,128,110,110,23.14167648,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,A04,4,500,,3168,3168,2499,2499,37.85949873,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,L04,4,121500,,119,119,132,131.5,13.4430947,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,B04,4,500,,1830,1830,2499,2499,37.85949873,,,,,
Plate_1LK05A1071,SARS-COV2-POS-3,BSA,G04,4,13500,,193,193,208,208,10.1986555,,,,,
Plate_1LK05A1071,Sample 1,BSA,N05,4,364500,,70,70,103,103,45.30975491,,,,,
Plate_1LK05A1071,Sample 1,BSA,H05,4,13500,,122,122,127,126.5,5.030799234,,,,,
Plate_1LK05A1071,Sample 1,BSA,M05,4,364500,,136,136,103,103,45.30975491,,,,,
Plate_1LK05A1071,Sample 1,BSA,C05,4,1500,,349,349,339,338.5,4.386777668,,,,,
Plate_1LK05A1071,Sample 1,BSA,D05,4,1500,,328,328,339,338.5,4.386777668,,,,,
Plate_1LK05A1071,Sample 1,BSA,O05,4,1093500,,90,90,96,96,8.838834765,,,,,
Plate_1LK05A1071,Sample 1,BSA,J05,4,40500,,108,108,109,108.5,0.651711319,,,,,
Plate_1LK05A1071,Sample 1,BSA,I05,4,40500,,109,109,109,108.5,0.651711319,,,,,
Plate_1LK05A1071,Sample 1,BSA,K05,4,121500,,112,112,125,125,14.70782105,,,,,
Plate_1LK05A1071,Sample 1,BSA,E05,4,4500,,155,155,152,152,2.791210978,,,,,
Plate_1LK05A1071,Sample 1,BSA,P05,4,1093500,,102,102,96,96,8.838834765,,,,,
Plate_1LK05A1071,Sample 1,BSA,F05,4,4500,,149,149,152,152,2.791210978,,,,,
Plate_1LK05A1071,Sample 1,BSA,A05,4,500,,714,714,676,675.5,8.060284552,,,,,
Plate_1LK05A1071,Sample 1,BSA,G05,4,13500,,131,131,127,126.5,5.030799234,,,,,
Plate_1LK05A1071,Sample 1,BSA,B05,4,500,,637,637,676,675.5,8.060284552,,,,,
Plate_1LK05A1071,Sample 1,BSA,L05,4,121500,,138,138,125,125,14.70782105,,,,,
Plate_1LK05A1071,Sample 10,BSA,H14,4,13500,,52,52,50,50,5.656854249,,,,,
Plate_1LK05A1071,Sample 10,BSA,B14,4,500,,287,287,339,338.5,21.51609999,,,,,
Plate_1LK05A1071,Sample 10,BSA,M14,4,364500,,163,163,148,148,14.33324556,,,,,
Plate_1LK05A1071,Sample 10,BSA,C14,4,1500,,201,201,190,189.5,8.582298663,,,,,
Plate_1LK05A1071,Sample 10,BSA,O14,4,1093500,,153,153,145,145,7.802557586,,,,,
Plate_1LK05A1071,Sample 10,BSA,D14,4,1500,,178,178,190,189.5,8.582298663,,,,,
Plate_1LK05A1071,Sample 10,BSA,N14,4,364500,,133,133,148,148,14.33324556,,,,,
Plate_1LK05A1071,Sample 10,BSA,I14,4,40500,,125,125,95,95,44.65937565,,,,,
Plate_1LK05A1071,Sample 10,BSA,E14,4,4500,,107,107,72,72,68.74649262,,,,,
Plate_1LK05A1071,Sample 10,BSA,K14,4,121500,,169,169,144,143.5,25.13062428,,,,,
Plate_1LK05A1071,Sample 10,BSA,P14,4,1093500,,137,137,145,145,7.802557586,,,,,
Plate_1LK05A1071,Sample 10,BSA,J14,4,40500,,65,65,95,95,44.65937565,,,,,
Plate_1LK05A1071,Sample 10,BSA,L14,4,121500,,118,118,144,143.5,25.13062428,,,,,
Plate_1LK05A1071,Sample 10,BSA,F14,4,4500,,37,37,72,72,68.74649262,,,,,
Plate_1LK05A1071,Sample 10,BSA,A14,4,500,,390,390,339,338.5,21.51609999,,,,,
Plate_1LK05A1071,Sample 10,BSA,G14,4,13500,,48,48,50,50,5.656854249,,,,,
Plate_1LK05A1071,Sample 11,BSA,B15,4,500,,608,608,620,619.5,2.625255201,,,,,
Plate_1LK05A1071,Sample 11,BSA,M15,4,364500,,106,106,101,101,7.001057239,,,,,
Plate_1LK05A1071,Sample 11,BSA,H15,4,13500,,80,80,81,81,1.74594267,,,,,
Plate_1LK05A1071,Sample 11,BSA,G15,4,13500,,82,82,81,81,1.74594267,,,,,
Plate_1LK05A1071,Sample 11,BSA,I15,4,40500,,127,127,114,113.5,16.82104237,,,,,
Plate_1LK05A1071,Sample 11,BSA,C15,4,1500,,308,308,285,285,11.41295156,,,,,
Plate_1LK05A1071,Sample 11,BSA,N15,4,364500,,96,96,101,101,7.001057239,,,,,
Plate_1LK05A1071,Sample 11,BSA,D15,4,1500,,262,262,285,285,11.41295156,,,,,
Plate_1LK05A1071,Sample 11,BSA,P15,4,1093500,,84,84,90,90,9.428090416,,,,,
Plate_1LK05A1071,Sample 11,BSA,E15,4,4500,,118,118,132,132,14.99923475,,,,,
Plate_1LK05A1071,Sample 11,BSA,J15,4,40500,,100,100,114,113.5,16.82104237,,,,,
Plate_1LK05A1071,Sample 11,BSA,O15,4,1093500,,96,96,90,90,9.428090416,,,,,
Plate_1LK05A1071,Sample 11,BSA,F15,4,4500,,146,146,132,132,14.99923475,,,,,
Plate_1LK05A1071,Sample 11,BSA,L15,4,121500,,80,80,115,114.5,42.61167502,,,,,
Plate_1LK05A1071,Sample 11,BSA,K15,4,121500,,149,149,115,114.5,42.61167502,,,,,
Plate_1LK05A1071,Sample 11,BSA,A15,4,500,,631,631,620,619.5,2.625255201,,,,,
Plate_1LK05A1071,Sample 12,BSA,B16,4,500,,433,433,428,427.5,1.819456045,,,,,
Plate_1LK05A1071,Sample 12,BSA,H16,4,13500,,92,92,119,118.5,31.62587291,,,,,
Plate_1LK05A1071,Sample 12,BSA,M16,4,364500,,126,126,109,109,22.0565418,,,,,
Plate_1LK05A1071,Sample 12,BSA,G16,4,13500,,145,145,119,118.5,31.62587291,,,,,
Plate_1LK05A1071,Sample 12,BSA,I16,4,40500,,129,129,136,136,7.279040395,,,,,
Plate_1LK05A1071,Sample 12,BSA,C16,4,1500,,188,188,181,180.5,5.876233639,,,,,
Plate_1LK05A1071,Sample 12,BSA,N16,4,364500,,92,92,109,109,22.0565418,,,,,
Plate_1LK05A1071,Sample 12,BSA,D16,4,1500,,173,173,181,180.5,5.876233639,,,,,
Plate_1LK05A1071,Sample 12,BSA,P16,4,1093500,,108,108,133,132.5,26.14960927,,,,,
Plate_1LK05A1071,Sample 12,BSA,E16,4,4500,,151,151,106,106,60.03736821,,,,,
Plate_1LK05A1071,Sample 12,BSA,O16,4,1093500,,157,157,133,132.5,26.14960927,,,,,
Plate_1LK05A1071,Sample 12,BSA,J16,4,40500,,143,143,136,136,7.279040395,,,,,
Plate_1LK05A1071,Sample 12,BSA,F16,4,4500,,61,61,106,106,60.03736821,,,,,
Plate_1LK05A1071,Sample 12,BSA,L16,4,121500,,122,122,133,132.5,11.2069754,,,,,
Plate_1LK05A1071,Sample 12,BSA,K16,4,121500,,143,143,133,132.5,11.2069754,,,,,
Plate_1LK05A1071,Sample 12,BSA,A16,4,500,,422,422,428,427.5,1.819456045,,,,,
Plate_1LK05A1071,Sample 13,BSA,B17,4,500,,265,265,297,297,15.23731784,,,,,
Plate_1LK05A1071,Sample 13,BSA,M17,4,364500,,112,112,150,149.5,35.47358434,,,,,
Plate_1LK05A1071,Sample 13,BSA,H17,4,13500,,66,66,74,73.5,14.43075064,,,,,
Plate_1LK05A1071,Sample 13,BSA,G17,4,13500,,81,81,74,73.5,14.43075064,,,,,
Plate_1LK05A1071,Sample 13,BSA,I17,4,40500,,153,153,181,180.5,21.54619001,,,,,
Plate_1LK05A1071,Sample 13,BSA,C17,4,1500,,145,145,131,130.5,15.71348403,,,,,
Plate_1LK05A1071,Sample 13,BSA,D17,4,1500,,116,116,131,130.5,15.71348403,,,,,
Plate_1LK05A1071,Sample 13,BSA,N17,4,364500,,187,187,150,149.5,35.47358434,,,,,
Plate_1LK05A1071,Sample 13,BSA,P17,4,1093500,,112,112,124,123.5,13.16879026,,,,,
Plate_1LK05A1071,Sample 13,BSA,J17,4,40500,,208,208,181,180.5,21.54619001,,,,,
Plate_1LK05A1071,Sample 13,BSA,O17,4,1093500,,135,135,124,123.5,13.16879026,,,,,
Plate_1LK05A1071,Sample 13,BSA,E17,4,4500,,105,105,108,108,3.928371007,,,,,
Plate_1LK05A1071,Sample 13,BSA,F17,4,4500,,111,111,108,108,3.928371007,,,,,
Plate_1LK05A1071,Sample 13,BSA,L17,4,121500,,122,122,155,154.5,29.74882898,,,,,
Plate_1LK05A1071,Sample 13,BSA,A17,4,500,,329,329,297,297,15.23731784,,,,,
Plate_1LK05A1071,Sample 13,BSA,K17,4,121500,,187,187,155,154.5,29.74882898,,,,,
Plate_1LK05A1071,Sample 14,BSA,B18,4,500,,659,659,700,700,8.283250865,,,,,
Plate_1LK05A1071,Sample 14,BSA,H18,4,13500,,137,137,130,130,7.614996105,,,,,
Plate_1LK05A1071,Sample 14,BSA,M18,4,364500,,234,234,181,181,41.41067337,,,,,
Plate_1LK05A1071,Sample 14,BSA,G18,4,13500,,123,123,130,130,7.614996105,,,,,
Plate_1LK05A1071,Sample 14,BSA,I18,4,40500,,169,169,184,183.5,11.17498455,,,,,
Plate_1LK05A1071,Sample 14,BSA,C18,4,1500,,281,281,309,308.5,12.6064418,,,,,
Plate_1LK05A1071,Sample 14,BSA,D18,4,1500,,336,336,309,308.5,12.6064418,,,,,
Plate_1LK05A1071,Sample 14,BSA,N18,4,364500,,128,128,181,181,41.41067337,,,,,
Plate_1LK05A1071,Sample 14,BSA,P18,4,1093500,,149,149,146,146,2.905918279,,,,,
Plate_1LK05A1071,Sample 14,BSA,O18,4,1093500,,143,143,146,146,2.905918279,,,,,
Plate_1LK05A1071,Sample 14,BSA,J18,4,40500,,198,198,184,183.5,11.17498455,,,,,
Plate_1LK05A1071,Sample 14,BSA,E18,4,4500,,255,255,189,188.5,49.89135379,,,,,
Plate_1LK05A1071,Sample 14,BSA,F18,4,4500,,122,122,189,188.5,49.89135379,,,,,
Plate_1LK05A1071,Sample 14,BSA,L18,4,121500,,155,155,153,153,1.84864518,,,,,
Plate_1LK05A1071,Sample 14,BSA,A18,4,500,,741,741,700,700,8.283250865,,,,,
Plate_1LK05A1071,Sample 14,BSA,K18,4,121500,,151,151,153,153,1.84864518,,,,,
Plate_1LK05A1071,Sample 15,BSA,B19,4,500,,3667,3667,3701,3701,1.299196464,,,,,
Plate_1LK05A1071,Sample 15,BSA,M19,4,364500,,90,90,96,96,8.838834765,,,,,
Plate_1LK05A1071,Sample 15,BSA,H19,4,13500,,248,248,231,230.5,10.73697932,,,,,
Plate_1LK05A1071,Sample 15,BSA,G19,4,13500,,213,213,231,230.5,10.73697932,,,,,
Plate_1LK05A1071,Sample 15,BSA,I19,4,40500,,171,171,166,166,4.259679405,,,,,
Plate_1LK05A1071,Sample 15,BSA,C19,4,1500,,840,840,1000,1000,22.627417,,,,,
Plate_1LK05A1071,Sample 15,BSA,N19,4,364500,,102,102,96,96,8.838834765,,,,,
Plate_1LK05A1071,Sample 15,BSA,D19,4,1500,,1160,1160,1000,1000,22.627417,,,,,
Plate_1LK05A1071,Sample 15,BSA,P19,4,1093500,,193,193,161,160.5,28.63672323,,,,,
Plate_1LK05A1071,Sample 15,BSA,E19,4,4500,,484,484,460,460,7.378505543,,,,,
Plate_1LK05A1071,Sample 15,BSA,J19,4,40500,,161,161,166,166,4.259679405,,,,,
Plate_1LK05A1071,Sample 15,BSA,O19,4,1093500,,128,128,161,160.5,28.63672323,,,,,
Plate_1LK05A1071,Sample 15,BSA,F19,4,4500,,436,436,460,460,7.378505543,,,,,
Plate_1LK05A1071,Sample 15,BSA,L19,4,121500,,143,143,142,142,0.995925044,,,,,
Plate_1LK05A1071,Sample 15,BSA,K19,4,121500,,141,141,142,142,0.995925044,,,,,
Plate_1LK05A1071,Sample 15,BSA,A19,4,500,,3735,3735,3701,3701,1.299196464,,,,,
Plate_1LK05A1071,Sample 16,BSA,B20,4,500,,386,386,429,429,14.17510097,,,,,
Plate_1LK05A1071,Sample 16,BSA,H20,4,13500,,190,190,145,144.5,44.53060006,,,,,
Plate_1LK05A1071,Sample 16,BSA,M20,4,364500,,151,151,134,133.5,18.53838003,,,,,
Plate_1LK05A1071,Sample 16,BSA,G20,4,13500,,99,99,145,144.5,44.53060006,,,,,
Plate_1LK05A1071,Sample 16,BSA,I20,4,40500,,124,124,81,80.5,76.42023598,,,,,
Plate_1LK05A1071,Sample 16,BSA,C20,4,1500,,231,231,219,218.5,8.090466604,,,,,
Plate_1LK05A1071,Sample 16,BSA,N20,4,364500,,116,116,134,133.5,18.53838003,,,,,
Plate_1LK05A1071,Sample 16,BSA,D20,4,1500,,206,206,219,218.5,8.090466604,,,,,
Plate_1LK05A1071,Sample 16,BSA,P20,4,1093500,,151,151,108,108,56.30665109,,,,,
Plate_1LK05A1071,Sample 16,BSA,E20,4,4500,,100,100,81,80.5,34.25734716,,,,,
Plate_1LK05A1071,Sample 16,BSA,O20,4,1093500,,65,65,108,108,56.30665109,,,,,
Plate_1LK05A1071,Sample 16,BSA,J20,4,40500,,37,37,81,80.5,76.42023598,,,,,
Plate_1LK05A1071,Sample 16,BSA,F20,4,4500,,61,61,81,80.5,34.25734716,,,,,
Plate_1LK05A1071,Sample 16,BSA,L20,4,121500,,114,114,132,131.5,18.82033258,,,,,
Plate_1LK05A1071,Sample 16,BSA,K20,4,121500,,149,149,132,131.5,18.82033258,,,,,
Plate_1LK05A1071,Sample 16,BSA,A20,4,500,,472,472,429,429,14.17510097,,,,,
Plate_1LK05A1071,Sample 17,BSA,B21,4,500,,491,491,495,494.5,1.000960054,,,,,
Plate_1LK05A1071,Sample 17,BSA,M21,4,364500,,130,130,115,115,18.44626386,,,,,
Plate_1LK05A1071,Sample 17,BSA,H21,4,13500,,95,95,102,101.5,9.056540055,,,,,
Plate_1LK05A1071,Sample 17,BSA,G21,4,13500,,108,108,102,101.5,9.056540055,,,,,
Plate_1LK05A1071,Sample 17,BSA,I21,4,40500,,169,169,145,144.5,23.97801542,,,,,
Plate_1LK05A1071,Sample 17,BSA,C21,4,1500,,228,228,255,255,14.97402595,,,,,
Plate_1LK05A1071,Sample 17,BSA,D21,4,1500,,282,282,255,255,14.97402595,,,,,
Plate_1LK05A1071,Sample 17,BSA,N21,4,364500,,100,100,115,115,18.44626386,,,,,
Plate_1LK05A1071,Sample 17,BSA,P21,4,1093500,,145,145,135,134.5,11.04032893,,,,,
Plate_1LK05A1071,Sample 17,BSA,J21,4,40500,,120,120,145,144.5,23.97801542,,,,,
Plate_1LK05A1071,Sample 17,BSA,O21,4,1093500,,124,124,135,134.5,11.04032893,,,,,
Plate_1LK05A1071,Sample 17,BSA,E21,4,4500,,104,104,113,112.5,10.68516914,,,,,
Plate_1LK05A1071,Sample 17,BSA,F21,4,4500,,121,121,113,112.5,10.68516914,,,,,
Plate_1LK05A1071,Sample 17,BSA,L21,4,121500,,94,94,121,120.5,31.10096216,,,,,
Plate_1LK05A1071,Sample 17,BSA,A21,4,500,,498,498,495,494.5,1.000960054,,,,,
Plate_1LK05A1071,Sample 17,BSA,K21,4,121500,,147,147,121,120.5,31.10096216,,,,,
Plate_1LK05A1071,Sample 18,BSA,B22,4,500,,336,336,355,355,7.569030334,,,,,
Plate_1LK05A1071,Sample 18,BSA,H22,4,13500,,54,54,36,36,70.71067812,,,,,
Plate_1LK05A1071,Sample 18,BSA,M22,4,364500,,122,122,80,79.5,75.60261182,,,,,
Plate_1LK05A1071,Sample 18,BSA,G22,4,13500,,18,18,36,36,70.71067812,,,,,
Plate_1LK05A1071,Sample 18,BSA,I22,4,40500,,27,27,52,51.5,67.27812093,,,,,
Plate_1LK05A1071,Sample 18,BSA,C22,4,1500,,179,179,178,177.5,1.195110053,,,,,
Plate_1LK05A1071,Sample 18,BSA,D22,4,1500,,176,176,178,177.5,1.195110053,,,,,
Plate_1LK05A1071,Sample 18,BSA,N22,4,364500,,37,37,80,79.5,75.60261182,,,,,
Plate_1LK05A1071,Sample 18,BSA,P22,4,1093500,,80,80,80,80,0,,,,,
Plate_1LK05A1071,Sample 18,BSA,O22,4,1093500,,80,80,80,80,0,,,,,
Plate_1LK05A1071,Sample 18,BSA,J22,4,40500,,76,76,52,51.5,67.27812093,,,,,
Plate_1LK05A1071,Sample 18,BSA,E22,4,4500,,121,121,95,94.5,39.65784064,,,,,
Plate_1LK05A1071,Sample 18,BSA,F22,4,4500,,68,68,95,94.5,39.65784064,,,,,
Plate_1LK05A1071,Sample 18,BSA,L22,4,121500,,67,67,82,81.5,25.16085479,,,,,
Plate_1LK05A1071,Sample 18,BSA,A22,4,500,,374,374,355,355,7.569030334,,,,,
Plate_1LK05A1071,Sample 18,BSA,K22,4,121500,,96,96,82,81.5,25.16085479,,,,,
Plate_1LK05A1071,Sample 19,BSA,M23,4,364500,,100,100,75,74.5,48.40596757,,,,,
Plate_1LK05A1071,Sample 19,BSA,B23,4,500,,588,588,569,569,4.722329997,,,,,
Plate_1LK05A1071,Sample 19,BSA,G23,4,13500,,77,77,79,79,3.5802875,,,,,
Plate_1LK05A1071,Sample 19,BSA,L23,4,121500,,37,37,48,48,32.4090608,,,,,
Plate_1LK05A1071,Sample 19,BSA,C23,4,1500,,508,508,380,379.5,47.88575567,,,,,
Plate_1LK05A1071,Sample 19,BSA,N23,4,364500,,49,49,75,74.5,48.40596757,,,,,
Plate_1LK05A1071,Sample 19,BSA,I23,4,40500,,114,114,90,90,37.71236166,,,,,
Plate_1LK05A1071,Sample 19,BSA,H23,4,13500,,81,81,79,79,3.5802875,,,,,
Plate_1LK05A1071,Sample 19,BSA,J23,4,40500,,66,66,90,90,37.71236166,,,,,
Plate_1LK05A1071,Sample 19,BSA,D23,4,1500,,251,251,380,379.5,47.88575567,,,,,
Plate_1LK05A1071,Sample 19,BSA,E23,4,4500,,97,97,116,116,23.16384283,,,,,
Plate_1LK05A1071,Sample 19,BSA,O23,4,1093500,,57,57,78,77.5,37.40822971,,,,,
Plate_1LK05A1071,Sample 19,BSA,K23,4,121500,,59,59,48,48,32.4090608,,,,,
Plate_1LK05A1071,Sample 19,BSA,P23,4,1093500,,98,98,78,77.5,37.40822971,,,,,
Plate_1LK05A1071,Sample 19,BSA,F23,4,4500,,135,135,116,116,23.16384283,,,,,
Plate_1LK05A1071,Sample 19,BSA,A23,4,500,,550,550,569,569,4.722329997,,,,,
Plate_1LK05A1071,Sample 2,BSA,N06,4,364500,,47,47,67,67,42.21533022,,,,,
Plate_1LK05A1071,Sample 2,BSA,M06,4,364500,,87,87,67,67,42.21533022,,,,,
Plate_1LK05A1071,Sample 2,BSA,H06,4,13500,,136,136,146,145.5,9.233696799,,,,,
Plate_1LK05A1071,Sample 2,BSA,C06,4,1500,,480,480,425,425,18.30158728,,,,,
Plate_1LK05A1071,Sample 2,BSA,D06,4,1500,,370,370,425,425,18.30158728,,,,,
Plate_1LK05A1071,Sample 2,BSA,J06,4,40500,,37,37,68,68,64.47150064,,,,,
Plate_1LK05A1071,Sample 2,BSA,O06,4,1093500,,45,45,77,77,58.77251168,,,,,
Plate_1LK05A1071,Sample 2,BSA,I06,4,40500,,99,99,68,68,64.47150064,,,,,
Plate_1LK05A1071,Sample 2,BSA,K06,4,121500,,123,123,111,111,15.28879527,,,,,
Plate_1LK05A1071,Sample 2,BSA,E06,4,4500,,261,261,224,224,23.35977759,,,,,
Plate_1LK05A1071,Sample 2,BSA,P06,4,1093500,,109,109,77,77,58.77251168,,,,,
Plate_1LK05A1071,Sample 2,BSA,F06,4,4500,,187,187,224,224,23.35977759,,,,,
Plate_1LK05A1071,Sample 2,BSA,A06,4,500,,894,894,699,698.5,39.5817826,,,,,
Plate_1LK05A1071,Sample 2,BSA,B06,4,500,,503,503,699,698.5,39.5817826,,,,,
Plate_1LK05A1071,Sample 2,BSA,G06,4,13500,,155,155,146,145.5,9.233696799,,,,,
Plate_1LK05A1071,Sample 2,BSA,L06,4,121500,,99,99,111,111,15.28879527,,,,,
Plate_1LK05A1071,Sample 20,BSA,M24,4,364500,,61,61,77,76.5,28.65400028,,,,,
Plate_1LK05A1071,Sample 20,BSA,B24,4,500,,613,613,563,563,12.55962311,,,,,
Plate_1LK05A1071,Sample 20,BSA,L24,4,121500,,57,57,50,50,19.79898987,,,,,
Plate_1LK05A1071,Sample 20,BSA,G24,4,13500,,148,148,167,167,16.0898549,,,,,
Plate_1LK05A1071,Sample 20,BSA,C24,4,1500,,281,281,287,287,2.956544033,,,,,
Plate_1LK05A1071,Sample 20,BSA,I24,4,40500,,113,113,105,105,10.77496048,,,,,
Plate_1LK05A1071,Sample 20,BSA,N24,4,364500,,92,92,77,76.5,28.65400028,,,,,
Plate_1LK05A1071,Sample 20,BSA,H24,4,13500,,186,186,167,167,16.0898549,,,,,
Plate_1LK05A1071,Sample 20,BSA,J24,4,40500,,97,97,105,105,10.77496048,,,,,
Plate_1LK05A1071,Sample 20,BSA,D24,4,1500,,293,293,287,287,2.956544033,,,,,
Plate_1LK05A1071,Sample 20,BSA,E24,4,4500,,233,233,170,169.5,52.98086207,,,,,
Plate_1LK05A1071,Sample 20,BSA,O24,4,1093500,,128,128,97,96.5,46.16344789,,,,,
Plate_1LK05A1071,Sample 20,BSA,P24,4,1093500,,65,65,97,96.5,46.16344789,,,,,
Plate_1LK05A1071,Sample 20,BSA,K24,4,121500,,43,43,50,50,19.79898987,,,,,
Plate_1LK05A1071,Sample 20,BSA,A24,4,500,,513,513,563,563,12.55962311,,,,,
Plate_1LK05A1071,Sample 20,BSA,F24,4,4500,,106,106,170,169.5,52.98086207,,,,,
Plate_1LK05A1071,Sample 3,BSA,H07,4,13500,,76,76,58,57.5,45.50078418,,,,,
Plate_1LK05A1071,Sample 3,BSA,B07,4,500,,455,455,456,455.5,0.155237493,,,,,
Plate_1LK05A1071,Sample 3,BSA,C07,4,1500,,192,192,192,191.5,0.369246361,,,,,
Plate_1LK05A1071,Sample 3,BSA,M07,4,364500,,100,100,78,77.5,41.0578131,,,,,
Plate_1LK05A1071,Sample 3,BSA,O07,4,1093500,,53,53,73,73,38.74557705,,,,,
Plate_1LK05A1071,Sample 3,BSA,I07,4,40500,,112,112,108,107.5,5.919963749,,,,,
Plate_1LK05A1071,Sample 3,BSA,N07,4,364500,,55,55,78,77.5,41.0578131,,,,,
Plate_1LK05A1071,Sample 3,BSA,D07,4,1500,,191,191,192,191.5,0.369246361,,,,,
Plate_1LK05A1071,Sample 3,BSA,E07,4,4500,,66,66,67,66.5,1.063318468,,,,,
Plate_1LK05A1071,Sample 3,BSA,P07,4,1093500,,93,93,73,73,38.74557705,,,,,
Plate_1LK05A1071,Sample 3,BSA,K07,4,121500,,156,156,132,131.5,26.34846561,,,,,
Plate_1LK05A1071,Sample 3,BSA,J07,4,40500,,103,103,108,107.5,5.919963749,,,,,
Plate_1LK05A1071,Sample 3,BSA,L07,4,121500,,107,107,132,131.5,26.34846561,,,,,
Plate_1LK05A1071,Sample 3,BSA,A07,4,500,,456,456,456,455.5,0.155237493,,,,,
Plate_1LK05A1071,Sample 3,BSA,F07,4,4500,,67,67,67,66.5,1.063318468,,,,,
Plate_1LK05A1071,Sample 3,BSA,G07,4,13500,,39,39,58,57.5,45.50078418,,,,,
Plate_1LK05A1071,Sample 4,BSA,H08,4,13500,,80,80,97,97,24.78518614,,,,,
Plate_1LK05A1071,Sample 4,BSA,B08,4,500,,651,651,693,692.5,8.475070446,,,,,
Plate_1LK05A1071,Sample 4,BSA,C08,4,1500,,305,305,298,297.5,3.565244275,,,,,
Plate_1LK05A1071,Sample 4,BSA,M08,4,364500,,104,104,80,80,42.42640687,,,,,
Plate_1LK05A1071,Sample 4,BSA,O08,4,1093500,,210,210,156,156,48.95354639,,,,,
Plate_1LK05A1071,Sample 4,BSA,N08,4,364500,,56,56,80,80,42.42640687,,,,,
Plate_1LK05A1071,Sample 4,BSA,I08,4,40500,,126,126,123,123,3.449301372,,,,,
Plate_1LK05A1071,Sample 4,BSA,D08,4,1500,,290,290,298,297.5,3.565244275,,,,,
Plate_1LK05A1071,Sample 4,BSA,E08,4,4500,,113,113,120,120,8.249579114,,,,,
Plate_1LK05A1071,Sample 4,BSA,K08,4,121500,,88,88,99,99,15.71348403,,,,,
Plate_1LK05A1071,Sample 4,BSA,P08,4,1093500,,102,102,156,156,48.95354639,,,,,
Plate_1LK05A1071,Sample 4,BSA,J08,4,40500,,120,120,123,123,3.449301372,,,,,
Plate_1LK05A1071,Sample 4,BSA,L08,4,121500,,110,110,99,99,15.71348403,,,,,
Plate_1LK05A1071,Sample 4,BSA,F08,4,4500,,127,127,120,120,8.249579114,,,,,
Plate_1LK05A1071,Sample 4,BSA,A08,4,500,,734,734,693,692.5,8.475070446,,,,,
Plate_1LK05A1071,Sample 4,BSA,G08,4,13500,,114,114,97,97,24.78518614,,,,,
Plate_1LK05A1071,Sample 5,BSA,H09,4,13500,,255,255,244,244,6.375552945,,,,,
Plate_1LK05A1071,Sample 5,BSA,B09,4,500,,592,592,617,617,5.73020082,,,,,
Plate_1LK05A1071,Sample 5,BSA,M09,4,364500,,171,171,187,186.5,11.75351754,,,,,
Plate_1LK05A1071,Sample 5,BSA,C09,4,1500,,455,455,417,417,12.88731783,,,,,
Plate_1LK05A1071,Sample 5,BSA,O09,4,1093500,,167,167,167,167,0,,,,,
